node,is_prime,degree,degree_weighted,eigenvector,eigenvector_costweight,pagerank,betweenness,p_index,N,anchor,hub_edges,hub_cost,weighting
31,True,321.0,1102.3098926397286,0.09175321892169216,0.004705439397717299,0.007602366050749655,0.03895742644878611,0.03225806451612903,10000,2,False,0.1,log
37,True,269.0,971.3369185012983,0.07755042514753342,0.003751209016626532,0.0066889080363801276,0.03034672341008856,0.02702702702702703,10000,2,False,0.1,log
41,True,242.0,898.6844401424402,0.06988174755613785,0.0032693962362001965,0.006176291107780951,0.027425587127626546,0.024390243902439025,10000,2,False,0.1,log
43,True,231.0,868.8372267252116,0.06719803912060594,0.00309183638008172,0.005965826138157327,0.02691709459003512,0.023255813953488372,10000,2,False,0.1,log
47,True,211.0,812.3811439608235,0.061468175002369896,0.0027580198260232693,0.005574733238706595,0.02686639938248676,0.02127659574468085,10000,2,False,0.1,log
53,True,187.0,742.4445878342481,0.054668999286606575,0.0023705158792407042,0.005085510769398538,0.023237070656455524,0.018867924528301886,10000,2,False,0.1,log
59,True,168.0,685.0262905761618,0.049036463693497484,0.002064652783636556,0.004690027586689507,0.020181574068589097,0.01694915254237288,10000,2,False,0.1,log
61,True,162.0,665.961565996075,0.04721656423129602,0.001974684708587668,0.004559719238562209,0.020912213245729453,0.01639344262295082,10000,2,False,0.1,log
67,True,148.0,622.2945076698626,0.04320174727958528,0.001762189456243963,0.004256955003205813,0.018489786566174123,0.014925373134328358,10000,2,False,0.1,log
71,True,139.0,592.5125029087432,0.040854938001614674,0.001643401725218168,0.004045116575739578,0.018085845391900664,0.014084507042253521,10000,2,False,0.1,log
73,True,135.0,579.2120245550343,0.03975517005590329,0.001586906779216262,0.003957975604168288,0.017633949832270686,0.0136986301369863,10000,2,False,0.1,log
79,True,125.0,546.1809815583787,0.03697911467770386,0.001444656495420755,0.0037264139709792836,0.016101270058992298,0.012658227848101266,10000,2,False,0.1,log
83,True,119.0,525.8420323277951,0.03532231244570246,0.0013605290680372111,0.0035808970255283967,0.01567012072281443,0.012048192771084338,10000,2,False,0.1,log
89,True,111.0,498.23863704026815,0.03261823950219139,0.0012485761034949393,0.003395542173584712,0.014944843154049352,0.011235955056179775,10000,2,False,0.1,log
97,True,102.0,466.62051980734566,0.029902030737911197,0.0011164083789187782,0.003177753404949614,0.013932239393173165,0.010309278350515464,10000,2,False,0.1,log
101,True,98.0,452.28181065044436,0.029101499569444755,0.0010643825468640193,0.003068527677244973,0.013596118563646724,0.009900990099009901,10000,2,False,0.1,log
103,True,96.0,444.93398287004555,0.02831794917704289,0.0010371400975645426,0.0030154776909506807,0.0133679101056735,0.009708737864077669,10000,2,False,0.1,log
107,True,92.0,429.9002527704946,0.027354351796238397,0.0009869573471824372,0.002913007985266526,0.01269522831458981,0.009345794392523364,10000,2,False,0.1,log
109,True,90.0,422.22130940062254,0.02674911831240801,0.0009610562250376454,0.0028623801704951842,0.012445773483129469,0.009174311926605505,10000,2,False,0.1,log
113,True,87.0,411.282740227973,0.025690051602946205,0.0009306889138276101,0.002788714028175239,0.011966269641567077,0.008849557522123894,10000,2,False,0.1,log
2,True,19210.0,81422.0,0.7001952624458887,0.514856124462574,0.16566015164431863,0.8938816082139504,0.5,31623,2,True,0.1,padic
3,True,10541.0,26356.0,0.07609491394207145,0.3769547992802953,0.05688996908573628,0.22508533218079393,0.3333333333333333,31623,2,True,0.1,padic
5,True,6324.0,14234.0,0.043742357384575416,0.21537723119932886,0.030902746865814155,0.09801339334970778,0.2,31623,2,True,0.1,padic
7,True,4517.0,9793.0,0.03268497863053084,0.145450197700186,0.021319332553043743,0.0674330476582017,0.14285714285714285,31623,2,True,0.1,padic
11,True,2874.0,6042.0,0.023638199339705547,0.08686968555972688,0.013199598585021064,0.0351447793133254,0.09090909090909091,31623,2,True,0.1,padic
13,True,2432.0,5074.0,0.021352562427990298,0.0721303015652985,0.011099307749656166,0.0299770925791228,0.07692307692307693,31623,2,True,0.1,padic
17,True,1860.0,3843.0,0.018458470455834257,0.053932761839030965,0.008424544599004973,0.017327347156776973,0.058823529411764705,31623,2,True,0.1,padic
19,True,1664.0,3427.0,0.017493157739723965,0.04784012225500531,0.007522143183518133,0.01740955553447256,0.05263157894736842,31623,2,True,0.1,padic
23,True,1374.0,2817.0,0.016063826742149907,0.0391207058770347,0.006194642861649488,0.015441177979472207,0.043478260869565216,31623,2,True,0.1,padic
29,True,1090.0,2226.0,0.014709780793478,0.03075375852701453,0.004905092469557858,0.011112453397706876,0.034482758620689655,31623,2,True,0.1,padic
31,True,1020.0,2081.0,0.014364844566831902,0.02875094874303273,0.004590164552022706,0.008834628183099139,0.03225806451612903,31623,2,True,0.1,padic
37,True,854.0,1739.0,0.013579645199954147,0.023972457112162206,0.003842892825683741,0.010173267413708888,0.02702702702702703,31623,2,True,0.1,padic
41,True,771.0,1568.0,0.013195058616975458,0.021639738956607427,0.0034692603430711176,0.007045651799612751,0.024390243902439025,31623,2,True,0.1,padic
43,True,735.0,1495.0,0.013016224583656066,0.020632673620598608,0.0033097424312272423,0.006383289586034592,0.023255813953488372,31623,2,True,0.1,padic
47,True,672.0,1366.0,0.012733719237154655,0.01888157775140441,0.0030268870529046904,0.0073171802142739046,0.02127659574468085,31623,2,True,0.1,padic
53,True,596.0,1211.0,0.012375407197164469,0.016759489461166753,0.0026875412456235596,0.004352392397457384,0.018867924528301886,31623,2,True,0.1,padic
59,True,535.0,1087.0,0.012089381594172341,0.015087640272129088,0.00241593263939111,0.0062674207365709805,0.01694915254237288,31623,2,True,0.1,padic
61,True,518.0,1052.0,0.012017699521179159,0.014616768670433461,0.002339102858695335,0.003973199947995179,0.01639344262295082,31623,2,True,0.1,padic
67,True,471.0,957.0,0.011785337201642286,0.013337160757540035,0.00213295645807444,0.006795164254416013,0.014925373134328358,31623,2,True,0.1,padic
71,True,445.0,904.0,0.011666713233567258,0.012617448699778077,0.002014948420368853,0.0046023247560517105,0.014084507042253521,31623,2,True,0.1,padic
73,True,433.0,879.0,0.011614155889524717,0.012280195389160246,0.0019604431723843165,0.0052960760957029215,0.0136986301369863,31623,2,True,0.1,padic
79,True,400.0,813.0,0.01147030570206318,0.011405361879050412,0.0018149488456017282,0.004361665419253726,0.012658227848101266,31623,2,True,0.1,padic
89,True,355.0,721.0,0.011254486429679106,0.010186685680181072,0.0016123800404759527,0.0028161559301308273,0.011235955056179775,31623,2,True,0.1,padic
101,True,313.0,637.0,0.011062651380103507,0.009047161848279962,0.0014286806588884918,0.002558092547498323,0.009900990099009901,31623,2,True,0.1,padic
103,True,307.0,624.0,0.011035356116202044,0.008890467962305418,0.001398681391776628,0.00295424981288806,0.009708737864077669,31623,2,True,0.1,padic
113,True,279.0,568.0,0.010908209155735921,0.008141830794700204,0.0012756771648796301,0.004357037692953699,0.008849557522123894,31623,2,True,0.1,padic
131,True,241.0,491.0,0.01073183840675864,0.0071449314841301225,0.0011064317531891898,0.003441854744912838,0.007633587786259542,31623,2,True,0.1,padic
151,True,209.0,427.0,0.010589477870523993,0.006266944387394114,0.0009636995736324577,0.004050230332163227,0.006622516556291391,31623,2,True,0.1,padic
157,True,201.0,411.0,0.01055364842180434,0.006068922875923975,0.0009291944791071525,0.002556592138136048,0.006369426751592357,31623,2,True,0.1,padic
211,True,149.0,306.0,0.010317232307847252,0.0046805208308155636,0.000694089737959303,0.0027848159978073653,0.004739336492890996,31623,2,True,0.1,padic
4096,False,1.0,13.0,0.012557195946664127,0.00064058537650892,2.7225698638510722e-05,0.0,,31623,2,True,0.1,padic
6144,False,2.0,14.0,0.011801207747514057,0.0037425206375813077,2.916578470760431e-05,0.0,,31623,2,True,0.1,padic
8192,False,1.0,14.0,0.01352313409640752,0.0005948292781868541,2.8955097727444812e-05,0.0,,31623,2,True,0.1,padic
10240,False,2.0,14.0,0.011711945308029792,0.0024357915430175936,2.9187087209811614e-05,0.0,,31623,2,True,0.1,padic
12288,False,2.0,15.0,0.012767145897257458,0.0036891385228722297,3.0895183796538395e-05,0.0,,31623,2,True,0.1,padic
16384,False,1.0,15.0,0.014489072246150921,0.0005551739929743974,3.0684496816378896e-05,0.0,,31623,2,True,0.1,padic
18432,False,2.0,15.0,0.011906182722810726,0.002726336255460202,3.1000527286618144e-05,0.0,,31623,2,True,0.1,padic
20480,False,2.0,15.0,0.012677883457773188,0.0023824094283085174,3.0916486298745705e-05,0.0,,31623,2,True,0.1,padic
24576,False,2.0,16.0,0.013733084047000849,0.0036433824245501647,3.2624582885472485e-05,0.0,,31623,2,True,0.1,padic
28672,False,2.0,15.0,0.012647375556484658,0.0018168873063016764,3.092659383534625e-05,0.0,,31623,2,True,0.1,padic
30720,False,3.0,16.0,0.011921895258623116,0.0054843446893809026,3.2856572367839294e-05,0.0,,31623,2,True,0.1,padic
2,True,15810.0,47422.0,0.6505766396542771,0.5105122945221737,0.11716028899127494,0.6085179393891323,0.5,31623,2,False,0.1,padic
3,True,10540.0,26346.0,0.2330162317930852,0.3813882312550209,0.06470542996943054,0.2744670622109844,0.3333333333333333,31623,2,False,0.1,padic
5,True,6323.0,14224.0,0.10758061657563427,0.2170925082120131,0.0347196814508366,0.12688890544784867,0.2,31623,2,False,0.1,padic
7,True,4516.0,9783.0,0.07037180702900041,0.14615048363199262,0.02382642258826408,0.08166496930213211,0.14285714285714285,31623,2,False,0.1,padic
11,True,2873.0,6032.0,0.04165245177228123,0.08684507386131703,0.014678402123403968,0.04129654013960762,0.09090909090909091,31623,2,False,0.1,padic
13,True,2431.0,5064.0,0.03462374137176772,0.07194446771384364,0.012324680071542977,0.02801929531688709,0.07692307692307693,31623,2,False,0.1,padic
17,True,1859.0,3833.0,0.0258506201218314,0.053561389556200524,0.009334612043250362,0.01983045118358862,0.058823529411764705,31623,2,False,0.1,padic
19,True,1663.0,3417.0,0.02295057265046832,0.04740926246128736,0.008329092835721473,0.01947352765317083,0.05263157894736842,31623,2,False,0.1,padic
23,True,1373.0,2807.0,0.018696975988443946,0.038608735648767795,0.006850015878677641,0.01644354881553019,0.043478260869565216,31623,2,False,0.1,padic
29,True,1089.0,2216.0,0.014693585402387766,0.03016675957500629,0.005416184431371435,0.012032269422600043,0.034482758620689655,31623,2,False,0.1,padic
31,True,1019.0,2071.0,0.013681235749647991,0.028146626045874576,0.005066269306922093,0.006636788587470202,0.03225806451612903,31623,2,False,0.1,padic
37,True,853.0,1729.0,0.011373532675834706,0.0233269241083327,0.004236578371254887,0.009468377455191154,0.02702702702702703,31623,2,False,0.1,padic
41,True,770.0,1558.0,0.010251231017785226,0.020975038736607977,0.003822244263331034,0.007662639932989899,0.024390243902439025,31623,2,False,0.1,padic
43,True,734.0,1485.0,0.009733658000268628,0.01995950305127275,0.003645184786490804,0.006231366399305503,0.023255813953488372,31623,2,False,0.1,padic
67,True,470.0,947.0,0.006145864175374173,0.012604381545612928,0.0023410000590603783,0.005971990146953428,0.014925373134328358,31623,2,False,0.1,padic
71,True,444.0,894.0,0.0058018565834696,0.011878812728575888,0.002210387113127548,0.0051189213082831414,0.014084507042253521,31623,2,False,0.1,padic
79,True,399.0,803.0,0.005227697574438671,0.010657157878641093,0.001989150540177763,0.005315811980193185,0.012658227848101266,31623,2,False,0.1,padic
2048,False,1.0,12.0,0.017679906664348443,0.0006918431015594732,3.0150580902248878e-05,0.0,,31623,2,False,0.1,padic
3072,False,2.0,13.0,0.017261979499243164,0.0038558677506178064,3.222575767680649e-05,0.0,,31623,2,False,0.1,padic
4096,False,1.0,13.0,0.01915323221971081,0.0006386244014395143,3.225058192970291e-05,0.0,,31623,2,False,0.1,padic
6144,False,2.0,14.0,0.01873530505460554,0.003792972923203311,3.432575870426052e-05,0.0,,31623,2,False,0.1,padic
8192,False,1.0,14.0,0.02062655777507318,0.0005930083727652628,3.435058295715694e-05,0.0,,31623,2,False,0.1,padic
9216,False,2.0,14.0,0.017789678694371713,0.002822157810069863,3.43133465778123e-05,0.0,,31623,2,False,0.1,padic
10240,False,2.0,14.0,0.018167170614516573,0.0024570576417574028,3.4300149259594776e-05,0.0,,31623,2,False,0.1,padic
12288,False,2.0,15.0,0.020208630609967904,0.0037397542230833514,3.642575973171455e-05,0.0,,31623,2,False,0.1,padic
14336,False,2.0,14.0,0.017998641077339228,0.0018802164862006486,3.42909181884994e-05,0.0,,31623,2,False,0.1,padic
15360,False,3.0,15.0,0.017749243449411298,0.005621082290815738,3.637532603415238e-05,0.0,,31623,2,False,0.1,padic
16384,False,1.0,15.0,0.022099883330435555,0.000553474481247579,3.6450583984610966e-05,0.0,,31623,2,False,0.1,padic
16928,False,2.0,9.0,0.008966979408055907,0.0015929754813999665,2.3773425125055575e-05,0.008124967082855823,,31623,2,False,0.1,padic
18432,False,2.0,15.0,0.019263004249734088,0.0027592629826553635,3.641334760526633e-05,0.0,,31623,2,False,0.1,padic
18496,False,2.0,10.0,0.010488906370568615,0.0014763609998962744,2.586066223966142e-05,0.009855876369079619,,31623,2,False,0.1,padic
20000,False,2.0,11.0,0.010058113207594544,0.002089772019198117,2.792449563088945e-05,0.05397691407608867,,31623,2,False,0.1,padic
20480,False,2.0,15.0,0.01964049616987894,0.0024038389416374422,3.64001502870488e-05,0.0,,31623,2,False,0.1,padic
21504,False,3.0,15.0,0.01758071391223395,0.0050442411352589825,3.6366094963057e-05,0.0,,31623,2,False,0.1,padic
21632,False,2.0,11.0,0.012021835958493309,0.001427759441630452,2.7956725127654907e-05,0.01310704911293128,,31623,2,False,0.1,padic
21952,False,2.0,11.0,0.010950747713518163,0.0017802034378511136,2.793125033747977e-05,0.036450354722072885,,31623,2,False,0.1,padic
22528,False,2.0,14.0,0.017868562751576243,0.0013979945408106448,3.42873986067696e-05,0.0,,31623,2,False,0.1,padic
23104,False,2.0,10.0,0.01046920363091917,0.0014430117016622985,2.5866316882089886e-05,0.009780462350969292,,31623,2,False,0.1,padic
24576,False,2.0,16.0,0.021681956165330276,0.0036941381944091013,3.852576075916857e-05,0.0,,31623,2,False,0.1,padic
25600,False,2.0,14.0,0.016937477034238264,0.001931547622439256,3.427493241081369e-05,0.0,,31623,2,False,0.1,padic
26624,False,2.0,14.0,0.017836727674744677,0.0012768352854963358,3.42880131257303e-05,0.0,,31623,2,False,0.1,padic
26912,False,2.0,9.0,0.008939780624857655,0.0015472134265164218,2.3783097631010355e-05,0.006261217304353189,,31623,2,False,0.1,padic
27648,False,2.0,15.0,0.018317377889500264,0.0023053028397958908,3.640093547881812e-05,0.0,,31623,2,False,0.1,padic
27783,False,2.0,9.0,0.0032759648016243105,0.0018346386209781235,2.366918765033067e-05,0.013444651760960541,,31623,2,False,0.1,padic
28672,False,2.0,15.0,0.0194719666327016,0.001826997786080689,3.6390919215953424e-05,0.0,,31623,2,False,0.1,padic
29403,False,2.0,9.0,0.00344917930161299,0.001504477566715393,2.3681328535616537e-05,0.006796721387183422,,31623,2,False,0.1,padic
30375,False,2.0,10.0,0.004140723071107547,0.0019163172106469114,2.5775238693527247e-05,0.020193680109109727,,31623,2,False,0.1,padic
30625,False,2.0,8.0,0.0016962614949065046,0.0014983347391732884,2.153499539554106e-05,0.005686200099090266,,31623,2,False,0.1,padic
30720,False,3.0,16.0,0.01922256900477367,0.005558187463401239,3.847532706160641e-05,0.0,,31623,2,False,0.1,padic
30976,False,2.0,12.0,0.013542914129103033,0.0013932250949134123,3.0055804376667873e-05,0.0199251973899202,,31623,2,False,0.1,padic
31104,False,2.0,14.0,0.01495279961367025,0.0020714745928871563,3.4276110198467676e-05,0.10479415578254957,,31623,2,False,0.1,padic
2,True,19210.0,49810.0,0.7063562751386836,0.5585569376470549,0.17813143459080963,0.8372030324432774,0.5,31623,2,True,0.1,uniform
3,True,10541.0,10550.0,0.023595781023315183,0.3481804278680348,0.047900006436072645,0.1666009452227579,0.3333333333333333,31623,2,True,0.1,uniform
5,True,6324.0,6333.0,0.018861828633741425,0.18389555904063795,0.02860516665418316,0.0827777468559924,0.2,31623,2,True,0.1,uniform
7,True,4517.0,4526.0,0.016834266367716465,0.12253183564130359,0.020440352874689323,0.05908030457958702,0.14285714285714285,31623,2,True,0.1,uniform
11,True,2874.0,2883.0,0.014999397755896593,0.07289282838808846,0.013046510748885612,0.03485170403634697,0.09090909090909091,31623,2,True,0.1,uniform
13,True,2432.0,2441.0,0.014507004675858136,0.06054941420112514,0.01106047246262532,0.027424456321220928,0.07692307692307693,31623,2,True,0.1,uniform
17,True,1860.0,1869.0,0.013871261311466283,0.045244768946742654,0.008485453870972682,0.0189792774843722,0.058823529411764705,31623,2,True,0.1,uniform
19,True,1664.0,1673.0,0.013653679625637469,0.04014074905057661,0.007604419585164516,0.018064705241594033,0.05263157894736842,31623,2,True,0.1,uniform
23,True,1374.0,1383.0,0.013332268553128523,0.03278532202513252,0.006298691621044446,0.01560574442441561,0.043478260869565216,31623,2,True,0.1,uniform
29,True,1090.0,1099.0,0.013018025573807091,0.025752768110235018,0.005017801964796269,0.013571034017477855,0.034482758620689655,31623,2,True,0.1,uniform
31,True,1020.0,1029.0,0.012940710644794259,0.024049222511915186,0.004701640778746838,0.009451482664474037,0.03225806451612903,31623,2,True,0.1,uniform
37,True,854.0,863.0,0.012757303048787683,0.020027429577264156,0.003949759090524177,0.010686179016054726,0.02702702702702703,31623,2,True,0.1,uniform
41,True,771.0,780.0,0.0126648173669191,0.018050275661361335,0.0035741051093915637,0.0068225019238269844,0.024390243902439025,31623,2,True,0.1,uniform
43,True,735.0,744.0,0.012625084819344639,0.01719484714219697,0.0034116656634985876,0.007264398834810895,0.023255813953488372,31623,2,True,0.1,uniform
47,True,672.0,681.0,0.012556721433988139,0.015720972715453807,0.0031245193683722555,0.006526942362494671,0.02127659574468085,31623,2,True,0.1,uniform
53,True,596.0,605.0,0.01247293813894165,0.013924333315244068,0.0027796695499990947,0.004840211673676774,0.018867924528301886,31623,2,True,0.1,uniform
59,True,535.0,544.0,0.012404843517581062,0.012494408389927918,0.002503104132660712,0.007244970817564964,0.01694915254237288,31623,2,True,0.1,uniform
61,True,518.0,527.0,0.012387083581512338,0.01210269243628951,0.002425376449318134,0.005043887852306296,0.01639344262295082,31623,2,True,0.1,uniform
67,True,471.0,480.0,0.012334444184856165,0.011009846715560951,0.00221226186846081,0.006939821988903289,0.014925373134328358,31623,2,True,0.1,uniform
71,True,445.0,454.0,0.012305888419951441,0.010408063029990854,0.0020928688938476035,0.0056508593093900225,0.014084507042253521,31623,2,True,0.1,uniform
73,True,433.0,442.0,0.012292632571119332,0.01012145594571071,0.0020389266862525907,0.004888765904514938,0.0136986301369863,31623,2,True,0.1,uniform
79,True,400.0,409.0,0.012257347795031914,0.009383137916698397,0.0018884710306832074,0.005016922649856457,0.012658227848101266,31623,2,True,0.1,uniform
83,True,381.0,390.0,0.012235564827681544,0.00893882139283777,0.0018011654013179352,0.0025467463605409924,0.012048192771084338,31623,2,True,0.1,uniform
89,True,355.0,364.0,0.012207007650830543,0.008336392279171094,0.0016821044276155654,0.0029932885670212127,0.011235955056179775,31623,2,True,0.1,uniform
97,True,326.0,335.0,0.012176151235294225,0.007681472967856601,0.0015489906764777762,0.0027017453239584093,0.010309278350515464,31623,2,True,0.1,uniform
101,True,313.0,322.0,0.012160892786949493,0.007372127654614451,0.0014908397845990477,0.0029771635586758453,0.009900990099009901,31623,2,True,0.1,uniform
103,True,307.0,316.0,0.012154330507332695,0.007235246960080932,0.0014621778052269286,0.0033783034481304607,0.009708737864077669,31623,2,True,0.1,uniform
107,True,295.0,304.0,0.012141187292950571,0.006967719158682096,0.0014079025130061971,0.0029972451500233656,0.009345794392523364,31623,2,True,0.1,uniform
109,True,290.0,299.0,0.012136688479517252,0.006864011094521003,0.001384627813427616,0.0019691274082975795,0.009174311926605505,31623,2,True,0.1,uniform
113,True,279.0,288.0,0.012123616238211177,0.0066004615811899115,0.0013344459341924381,0.004473475784376763,0.008849557522123894,31623,2,True,0.1,uniform
131,True,241.0,250.0,0.01208203920201613,0.005738881819899813,0.001159182780474929,0.003988038891172876,0.007633587786259542,31623,2,True,0.1,uniform
151,True,209.0,218.0,0.012046945830457038,0.005007644014225275,0.0010121172635747932,0.00478673455404108,0.006622516556291391,31623,2,True,0.1,uniform
211,True,149.0,158.0,0.011981337833605723,0.0036552240262502523,0.0007334346146805978,0.0028384934062806286,0.004739336492890996,31623,2,True,0.1,uniform
2,True,15810.0,15810.0,0.5579618123087754,0.5579618123126554,0.09388302806445735,0.5411832450691921,0.5,31623,2,False,0.1,uniform
3,True,10540.0,10540.0,0.34908569024402397,0.34908569024705305,0.06045029377535562,0.273629733462426,0.3333333333333333,31623,2,False,0.1,uniform
5,True,6323.0,6323.0,0.1840690541988729,0.18406905420170533,0.03549549846127916,0.13413307036080482,0.2,31623,2,False,0.1,uniform
7,True,4516.0,4516.0,0.12248088815501815,0.12248088816368652,0.025164528397644725,0.09079441513017456,0.14285714285714285,31623,2,False,0.1,uniform
11,True,2873.0,2873.0,0.07268740030329503,0.0726874002820056,0.015928113093563623,0.04797648206459539,0.09090909090909091,31623,2,False,0.1,uniform
13,True,2431.0,2431.0,0.06030981070543843,0.060309810684281887,0.013467131580567955,0.03417666468927746,0.07692307692307693,31623,2,False,0.1,uniform
17,True,1859.0,1859.0,0.04496531666672944,0.04496531664507107,0.010290908188332622,0.023211517359797134,0.058823529411764705,31623,2,False,0.1,uniform
19,True,1663.0,1663.0,0.039848548150093296,0.03984854813752487,0.009210173743385779,0.021918239407315118,0.05263157894736842,31623,2,False,0.1,uniform
23,True,1373.0,1373.0,0.032475467719225805,0.03247546771047691,0.0076091633779717645,0.019199736680700113,0.043478260869565216,31623,2,False,0.1,uniform
29,True,1089.0,1089.0,0.02542658196555558,0.02542658196537308,0.006044252026708415,0.014079664226367522,0.034482758620689655,31623,2,False,0.1,uniform
31,True,1019.0,1019.0,0.02371915767318675,0.02371915768393135,0.005658936739885373,0.007918406130758128,0.03225806451612903,31623,2,False,0.1,uniform
37,True,853.0,853.0,0.019688304636442024,0.0196883046331661,0.004743504773755902,0.010461116418387989,0.02702702702702703,31623,2,False,0.1,uniform
41,True,770.0,770.0,0.01770683598435482,0.017706835982233368,0.004287174036802634,0.008028949255696489,0.024390243902439025,31623,2,False,0.1,uniform
43,True,734.0,734.0,0.016849544519003945,0.016849544520426748,0.004089653464461699,0.006554415829474192,0.023255813953488372,31623,2,False,0.1,uniform
47,True,671.0,671.0,0.015372410031991534,0.015372410027547485,0.0037413166233681242,0.00583269198440513,0.02127659574468085,31623,2,False,0.1,uniform
53,True,595.0,595.0,0.013571837233075722,0.013571837219044583,0.0033231493652090788,0.004208974898112156,0.018867924528301886,31623,2,False,0.1,uniform
59,True,534.0,534.0,0.012138842829383678,0.012138842822598188,0.002987694561372937,0.005423826968945815,0.01694915254237288,31623,2,False,0.1,uniform
61,True,517.0,517.0,0.011746255822817426,0.011746255819958456,0.002894154945131469,0.003763983689634802,0.01639344262295082,31623,2,False,0.1,uniform
67,True,470.0,470.0,0.010651102006982471,0.01065110200604565,0.0026358017852226106,0.006091722521249641,0.014925373134328358,31623,2,False,0.1,uniform
71,True,444.0,444.0,0.010048004424952545,0.010048004420233765,0.0024913137888805613,0.005087035401787556,0.014084507042253521,31623,2,False,0.1,uniform
73,True,432.0,432.0,0.00976076829102879,0.009760768286534865,0.0024260996190632756,0.004225890154077105,0.0136986301369863,31623,2,False,0.1,uniform
79,True,399.0,399.0,0.009020930364745538,0.00902093036334892,0.0022446184349204294,0.004599665233193263,0.012658227848101266,31623,2,False,0.1,uniform
83,True,380.0,380.0,0.008575651687002337,0.008575651686318771,0.002138696313640882,0.0015287649231201066,0.012048192771084338,31623,2,False,0.1,uniform
89,True,354.0,354.0,0.00797190462834492,0.007971904632129519,0.0019949584255890057,0.0022291499138395914,0.011235955056179775,31623,2,False,0.1,uniform
101,True,312.0,312.0,0.007005572017364951,0.007005572020092803,0.0017640146899683708,0.0016215056733365283,0.009900990099009901,31623,2,False,0.1,uniform
103,True,306.0,306.0,0.006868388897606505,0.006868388897629548,0.001729682774379638,0.001674538175222219,0.009708737864077669,31623,2,False,0.1,uniform
107,True,294.0,294.0,0.006600313707760522,0.006600313708967499,0.0016641133665645895,0.0016048249080862804,0.009345794392523364,31623,2,False,0.1,uniform
113,True,278.0,278.0,0.006232272930655475,0.006232272925895445,0.001575702019221801,0.00332248328125294,0.008849557522123894,31623,2,False,0.1,uniform
131,True,240.0,240.0,0.005368819803754181,0.005368819803614239,0.0013640676303870371,0.0017464673420985977,0.007633587786259542,31623,2,False,0.1,uniform
151,True,208.0,208.0,0.0046360011583703115,0.004636001156339947,0.0011870045845133275,0.002755013472841935,0.006622516556291391,31623,2,False,0.1,uniform
2310,False,5.0,5.0,0.008811459400499405,0.008811459400595958,2.9093641065816653e-05,0.00010731835562405503,,31623,2,False,0.1,uniform
4620,False,5.0,5.0,0.008811459400499405,0.008811459400595958,2.9093641065816653e-05,0.00010731835562405503,,31623,2,False,0.1,uniform
6930,False,5.0,5.0,0.008811459400499405,0.008811459400595958,2.9093641065816653e-05,0.00010731835562405503,,31623,2,False,0.1,uniform
9240,False,5.0,5.0,0.008811459400499405,0.008811459400595958,2.9093641065816653e-05,0.00010731835562405503,,31623,2,False,0.1,uniform
11550,False,5.0,5.0,0.008811459400499405,0.008811459400595958,2.9093641065816653e-05,0.00010731835562405503,,31623,2,False,0.1,uniform
13860,False,5.0,5.0,0.008811459400499405,0.008811459400595958,2.9093641065816653e-05,0.00010731835562405503,,31623,2,False,0.1,uniform
16170,False,5.0,5.0,0.008811459400499405,0.008811459400595958,2.9093641065816653e-05,0.00010731835562405503,,31623,2,False,0.1,uniform
30030,False,6.0,6.0,0.009224600744116598,0.009224600743352693,3.380242848217925e-05,0.00014097055009467673,,31623,2,False,0.1,uniform
2,True,19210.0,44958.65692465483,0.7045276370211891,0.6782602281863548,0.06872903604302531,0.9834045729104076,0.5,31623,2,True,0.1,log
3,True,10541.0,11589.373522560452,0.024003787976261667,0.18221259265758064,0.02034413978759268,0.0021188450713133674,0.3333333333333333,31623,2,True,0.1,log
5,True,6324.0,10186.475920320467,0.022698922037143673,0.06618160488331133,0.01786786451539054,0.010145915688940894,0.2,31623,2,True,0.1,log
7,True,4517.0,8797.730233134473,0.02127870335133858,0.03817729239692815,0.015409015028156038,0.01989222352234275,0.14285714285714285,31623,2,True,0.1,log
11,True,2874.0,6899.153118749909,0.01927448897205775,0.01957150269365988,0.012051683916972707,0.015389435290893183,0.09090909090909091,31623,2,True,0.1,log
13,True,2432.0,6245.391887989297,0.018572460666318538,0.015507777430445827,0.010900089872574617,0.02773768487186785,0.07692307692307693,31623,2,True,0.1,log
17,True,1860.0,5276.943606600586,0.017528740008751313,0.010812301315068329,0.009192208798174192,0.025796864952615878,0.058823529411764705,31623,2,True,0.1,log
19,True,1664.0,4906.602022353785,0.01712877484109793,0.009347006213713168,0.008539826075875263,0.039749322707483416,0.05263157894736842,31623,2,True,0.1,log
23,True,1374.0,4315.033558470702,0.01648788425631525,0.0073199563081868734,0.007502622928692991,0.029736019312060546,0.043478260869565216,31623,2,True,0.1,log
29,True,1090.0,3676.985158855365,0.01579680742996371,0.005495253443735247,0.006386142732136637,0.022515796464374942,0.034482758620689655,31623,2,True,0.1,log
31,True,1020.0,3509.232961370412,0.015616622455363298,0.00507138262403288,0.006089290001936864,0.029038550330476583,0.03225806451612903,31623,2,True,0.1,log
37,True,854.0,3090.1129794855424,0.015162745851715285,0.004108353020106475,0.005355055533111723,0.024465808587120372,0.02702702702702703,31623,2,True,0.1,log
41,True,771.0,2869.450491362297,0.014922639954673288,0.003646967237675021,0.004969696822388325,0.015142848107270485,0.024390243902439025,31623,2,True,0.1,log
